Date,XOM,RDS.A,CVX,TOT,BP,PTR,SNP,SLB,EPD,E,COP,EQNR,EOG,PBR,CEO,SU,OXY,HAL
7/19/2001 16:00:00,43.2,55.3,43.63,33.33,46.5,19.5,12.91,25,10.06,22.85,20.58,6.87,7.85,5.4,18.5,13,12.6,15.7
7/20/2001 16:00:00,43.15,56.48,43.65,34.15,47.81,19.4,12.92,25.75,10.21,23.5,20.75,6.9,7.91,5.5,18.65,12.9,12.49,16.1
7/23/2001 16:00:00,43.5,55.6,44.55,34.61,48.35,19.52,12.98,27.05,10.25,23.87,21.08,7.05,8.13,5.78,19.7,13.12,12.6,16.95
7/24/2001 16:00:00,42.48,54.4,43.45,33.95,47.45,20.1,13.46,27,10.3,23.78,21.02,6.99,8.03,5.93,20.1,12.9,12.64,16.95
7/25/2001 16:00:00,41.4,56.56,43.23,33.48,47.62,20.39,13.62,27.13,10.23,24.1,20.3,7.05,7.86,5.8,19.78,12.9,12.43,16.5
7/26/2001 16:00:00,41.3,57.63,44.59,34.45,48.45,20.45,13.5,28.14,10.25,24.4,21.33,6.95,8.5,5.82,20.55,13.7,12.91,17.5
7/27/2001 16:00:00,42.55,57.88,45.23,35.01,48.73,20.74,13.44,27.4,10.19,24.12,21.51,7.2,8.75,5.9,20.25,13.3,13.18,17.76
7/30/2001 16:00:00,42.4,57.54,45.7,35.3,49.05,20.6,13.38,28.05,10.41,24.36,21.84,7.05,8.95,6.03,20.95,13.55,13.43,18.05
7/31/2001 16:00:00,42.2,58,45.8,35.45,49.65,20.37,13.19,28,10.63,24.32,21.92,7.05,9.13,6,20.55,13.56,13.31,18.35
8/1/2001 16:00:00,42.45,58.23,45.78,36.05,50.15,20.56,13.32,27.25,10.73,24.72,22.05,7.2,8.93,5.9,20.77,13.65,13.39,17.95
8/2/2001 16:00:00,41.52,57.2,45.69,35.75,49.2,20.8,13.3,26.35,10.91,24.19,21.82,7.3,8.69,5.81,20.8,13.76,13.22,17.55
8/3/2001 16:00:00,41.9,55.49,45.4,35.33,48.8,20.65,13.08,26.5,10.93,24.15,22.1,7.05,8.75,5.8,20.45,13.88,13.22,17.75
8/6/2001 16:00:00,41.26,55.49,45.23,34.78,48.85,19.95,12.38,26.18,10.78,24.3,21.61,7.07,8.57,5.85,20.08,13.85,13.11,17.59
8/7/2001 16:00:00,41,55.46,45.32,34.99,49.68,20.07,12.38,26.23,10.6,24.58,21.61,6.9,8.5,5.93,19.85,13.8,13.1,17.73
8/8/2001 16:00:00,41.75,54.41,45.7,35.2,50.85,19.59,12.22,25.95,10.7,24.62,22.03,6.97,8.44,5.85,19.7,13.73,13.15,17.68
8/9/2001 16:00:00,40.8,54.5,44.98,35,50.46,19.8,12.23,24.33,10.69,25.16,21.65,6.9,8.04,5.88,20,13.5,12.84,16.75
8/10/2001 16:00:00,41.3,55.1,45.63,35.3,50.8,20.1,12.02,24.65,10.81,25.36,21.78,6.98,8.06,5.75,20,13.45,12.91,16.3
8/13/2001 16:00:00,41.4,55.39,46.2,36.03,51.42,19.6,12.31,25.01,10.99,25.72,22.18,6.91,8,5.82,20.05,13.66,13.24,15.88
8/14/2001 16:00:00,41.46,56.2,45.85,36.55,51.72,20.2,12.62,24.8,11.25,25.8,21.96,6.85,8.38,5.69,20.27,13.59,13.2,15.4
8/15/2001 16:00:00,41.5,56.26,46.23,37.45,52.6,20.5,12.96,25.43,11.61,25.56,22.3,6.97,8.32,5.71,20.35,13.52,13.29,15.4
8/16/2001 16:00:00,41.35,57.25,46.52,37.38,52.63,20.25,12.69,26.65,11.58,26.28,22.49,6.97,9.04,5.83,20.05,13.55,13.66,16.5
8/17/2001 16:00:00,41.29,56.34,46.43,36.53,51.8,20.05,12.66,26.18,11.58,26.04,22.28,7,9,5.69,20.05,13.85,13.51,16
8/20/2001 16:00:00,40.42,56.25,46.03,36.45,51.55,20,12.35,26.07,11.84,25.68,22.11,6.95,8.81,5.33,20.3,13.55,13.46,15.9
8/21/2001 16:00:00,40.85,56.14,45.99,36.6,51.65,20.3,12.31,25.95,12.03,25.7,22.09,7.03,8.63,5.39,20.08,13.45,13.45,16.02
8/22/2001 16:00:00,40.85,56.95,45.58,37.64,52.6,20.6,12.29,26.43,11.44,26.53,22.3,6.99,8.61,5.36,20.01,13.45,13.49,16.25
8/23/2001 16:00:00,40.51,57.5,45.98,36.98,52.05,20.3,11.65,25.96,11.87,26.28,22.07,6.7,8.48,5.46,19.6,13.63,13.22,15.85
8/24/2001 16:00:00,41.14,58.59,46.14,37.2,52.3,20.25,11.82,25.33,11.69,26.68,22.53,6.8,8.26,5.44,19.05,13.68,13.34,15.49
8/27/2001 16:00:00,41.7,58.02,46.55,37.5,52.5,20.06,11.9,25.65,11.6,26.62,22.64,6.85,8.19,5.68,19.06,13.69,13.51,15.67
8/28/2001 16:00:00,41.1,57.11,46.05,37.01,51.8,19.95,11.44,25.6,11.13,26.64,22.49,6.87,8.07,5.74,18.93,13.75,13.43,15.85
8/29/2001 16:00:00,40.97,57.56,45.81,36.8,51.55,19.6,11.31,25.75,11.33,26.85,22.49,6.97,8.12,5.65,19.71,13.6,13.54,15.33
8/30/2001 16:00:00,40.79,57.2,45.88,36.64,51,19.35,11.37,25.25,11.4,26.96,22.43,6.95,8.1,5.73,19.41,13.68,13.39,14.98
8/31/2001 16:00:00,40.47,56.63,45.3,36.73,50.95,20.45,11.23,24.33,11.18,27.04,22.18,6.86,7.9,5.65,19.8,13.55,13.22,13.99
9/4/2001 16:00:00,40.6,56.19,45.55,36.13,50.55,20.51,10.77,24.58,11.63,26.24,22.11,6.8,8.13,5.61,20,13.98,13.23,14
9/5/2001 16:00:00,40.85,56.27,45.8,36.38,51.3,21,10.94,25.09,11.69,26.49,22.45,6.81,8.06,5.76,20.22,13.98,13.54,14.43
9/6/2001 16:00:00,41.22,55.4,45.65,35.95,50.7,21.2,11.15,25.13,11.5,26.02,22.56,6.75,7.95,5.85,19.97,14.19,13.67,14.35
9/7/2001 16:00:00,40.48,54.55,45.88,36.3,50.35,20.55,11.15,25.05,11.51,26.16,22.64,6.88,8.07,5.6,19.4,14.38,13.74,14.5
9/10/2001 16:00:00,40.7,53.87,46.2,35.4,49.25,20.35,10.79,25.23,11.63,25.8,22.59,6.8,8.08,5.56,19.75,14.5,13.55,14.14
9/17/2001 16:00:00,41.24,52.1,46.25,34.5,48.8,19.95,10.12,25.33,11.38,24.76,22.32,6.85,8.2,5,20.25,15,12.96,14.7
9/18/2001 16:00:00,40.15,50.68,45.05,34.75,49.25,20.15,10.15,23.8,11.53,24.51,21.99,7,7.34,5.3,21.1,15,13,13.33
9/19/2001 16:00:00,39.48,48.05,43.88,34.15,48.45,20.1,10.2,23.4,11.75,23.76,21.23,6.92,7.25,5.45,21.05,14.5,12.31,12.35
9/20/2001 16:00:00,37.45,44.81,42.13,32,45.75,19.9,10.12,21.4,10.69,22.76,19.99,6.82,6.99,5.21,20.9,13.75,11.69,10.85
9/21/2001 16:00:00,35.5,44,41.85,29.13,43.1,18.75,9.96,22.51,10.5,20.6,20.11,6.65,6.69,4.69,20,13.97,10.75,10.79
9/24/2001 16:00:00,36,44.75,42.01,30.5,44.8,19.7,11,23.43,10.81,21.44,20.24,6.45,7.48,4.75,20.6,14.01,11.23,11.4
9/25/2001 16:00:00,35.61,46.1,40.5,30.33,44.5,19,10.96,22.35,11.25,21.44,19.82,6.16,6.75,4.74,19.73,13.48,10.89,10.65
9/26/2001 16:00:00,36.75,46.38,40.05,32.45,46.3,18.48,10.38,21,11.55,22.2,19.55,6.3,6.75,4.63,19.5,13.2,10.68,10.25
9/27/2001 16:00:00,36.7,48.74,39.58,32.58,46.85,18.4,10.46,21,11.5,23.1,19.21,6.3,6.45,4.54,19.74,12.98,10.89,9.88
9/28/2001 16:00:00,39.5,50.25,41.63,33.31,48.35,19.2,10.65,21.99,11.44,24.62,20.01,6.4,7.04,4.88,20,13.95,11.34,10.55
10/1/2001 16:00:00,39.25,49.32,41.93,33.23,47.5,19.18,10.85,22.6,11.64,24.1,20.56,6.42,7.15,4.86,19.99,14,11.68,11.13
10/2/2001 16:00:00,39.08,50.99,41.3,33.3,47.45,19.06,10.69,22,11.71,24.1,20.03,6.25,6.98,4.69,19.9,13.18,11.66,10.8
10/3/2001 16:00:00,39.6,50.48,42.76,33.13,47.65,19,11.02,21.63,12.04,24.28,20.56,6.22,7.05,4.64,20,14.25,11.56,10.5
10/4/2001 16:00:00,39.7,51.74,42.71,34.05,49.6,19.1,11,22.23,12.56,25.04,20.51,6.45,7.44,4.72,19.49,14.39,11.71,11.23
10/5/2001 16:00:00,41.15,51.89,43.9,34.88,50.05,19.1,10.96,22.83,12.5,24.66,20.79,6.33,7.88,4.75,19.2,14.42,11.9,12.06
10/8/2001 16:00:00,40.39,51.19,44.1,34.24,49.3,18.75,10.81,22.66,12.83,24.36,20.72,6.25,7.86,4.68,19.72,14.7,12.14,11.69
10/9/2001 16:00:00,41.2,51.24,44.88,35,50.35,18.95,11,22.95,12.56,25.44,21.08,6.25,8,4.7,20.4,14.83,12.3,12.1
10/10/2001 16:00:00,41.06,53.75,45.45,35.53,50.65,18.85,10.92,23.03,12.56,25.48,21.33,6.37,8.05,4.72,20.25,14.84,12.36,12.28
10/11/2001 16:00:00,42.28,53.49,46.6,36.3,51.6,19.06,10.97,23.92,12.85,26.2,21.88,6.62,8.5,4.96,20.55,15.3,12.59,12.98
10/12/2001 16:00:00,42.09,54.1,46.22,35.73,50.95,18.5,10.85,23.23,12.65,26.36,21.71,6.65,8.5,5.06,20.6,15.3,12.6,12.75
10/15/2001 16:00:00,41.95,52.9,45.25,35.9,50.6,18.54,10.8,23.25,12.49,26.1,21.82,6.69,8.5,5.15,20.15,15.38,12.5,12.67
10/16/2001 16:00:00,41.66,53.09,44.22,35.72,50.49,18.47,10.58,22.97,12.55,25.9,21.38,6.55,8.25,5.13,19.75,15.1,12.18,12.25
10/17/2001 16:00:00,41.44,53.05,44.85,35.61,51.55,18.67,10.46,24.25,12.91,26.2,21.92,6.52,8.65,5.19,19.6,15.2,12.5,12.63
10/18/2001 16:00:00,40.8,51.12,44.08,34.95,49.5,18.2,10.38,23.26,12.99,25.52,21.57,6.4,8.3,5.08,19.65,14.96,12.37,12.25
10/19/2001 16:00:00,40.29,50.58,42.78,33.4,46.8,17.85,10.38,23.45,12.63,24,20.88,6.27,8.13,4.85,19.5,14.52,11.82,11.53
10/22/2001 16:00:00,40.49,50.62,43.45,33.8,47.58,17.65,10.5,23.77,12.63,24.26,21.15,6.3,8.38,5,19,14.25,12.02,12.4
10/23/2001 16:00:00,40.49,51.42,44.28,34.45,48.32,18.5,11.15,23.77,12.63,24.56,21.15,6.29,8.41,5.01,19.75,14.66,12.26,12.48
10/24/2001 16:00:00,40.5,51.68,43.42,34.3,47.9,18,11.35,24,12.65,25.3,21.25,6.34,8.57,5.05,19.73,14.96,12.04,12.03
10/25/2001 16:00:00,39.3,51.3,42.67,34.2,46.55,18.35,11.58,23.4,12.35,25.04,21.05,6.27,8.72,4.92,19.82,14.98,12,12.43
10/26/2001 16:00:00,40.4,52.35,43.95,34.98,47.9,18.07,11.12,25.25,12.29,25.3,21.57,6.2,9.03,5.01,19.8,15.09,12.24,14
10/29/2001 16:00:00,40.63,52.1,44.6,35.88,49.5,18.12,11.31,26.59,12.06,25.92,21.94,6.65,9.85,5,19.65,15.45,12.44,14.1
10/30/2001 16:00:00,39.75,50.33,44.51,35.35,48.3,18.6,11.68,25.38,12.05,25.44,21.76,6.82,9.28,4.84,19.9,15.43,12.45,13.63
10/31/2001 16:00:00,39.46,50.51,44.4,35.38,48.75,18.7,11.92,24.77,11.6,25.22,21.21,7,8.85,4.94,19.75,15.05,12.18,13.15
11/1/2001 16:00:00,39.45,51.86,44.28,34.83,48.6,18.72,11.95,23.93,11.73,25.02,20.79,6.85,8.78,5,19.75,15.28,12.09,12.43
11/2/2001 16:00:00,39.8,50.89,44.58,34.88,48.4,18.45,11.88,24.2,11.91,24.72,20.93,6.75,8.94,5.03,19.95,15.03,12.33,12.18
11/5/2001 16:00:00,40,51.2,43.97,34.85,48.77,18.3,11.65,24,11.99,24.82,20.72,6.75,8.53,5.18,19.75,15.19,12.12,11.85
11/6/2001 16:00:00,38.85,50.45,43.35,34.23,47.59,18.3,11.65,23.47,11.91,24.44,20.62,6.77,8.32,5.09,19.5,14.61,12.05,11.18
11/7/2001 16:00:00,39,50.66,43.4,33.85,47.93,18,11.55,22.65,11.55,24.06,20.72,6.73,8.38,5.01,19.15,14.59,12.03,11.03
11/8/2001 16:00:00,39.28,51.2,43.88,34.7,48.25,18.15,11.55,24.2,11.45,24.5,21.21,6.86,8.88,5.25,19.35,14.41,12.25,11.35
11/9/2001 16:00:00,39.9,52.35,44.38,34.72,49.15,18.24,11.59,24.53,11.89,24.84,21.42,6.86,9.05,5.34,19.35,14.7,12.24,11.75
11/12/2001 16:00:00,39.4,51.05,44.45,34,48.75,18.45,11.78,23.9,12.15,24.2,21.27,7,9.1,5.46,19.55,14.83,12.28,11.23
11/13/2001 16:00:00,40.02,52.24,44.83,34.25,48.85,18.33,11.68,24.81,12.47,24.68,21.42,7.02,9.03,5.3,19.85,14.75,12.4,11.63
11/14/2001 16:00:00,39.9,49.05,44.22,33.63,47,18.28,11.73,23.85,12.53,24.3,20.77,7.1,8.75,5.2,19.95,15.08,12.64,11.23
11/15/2001 16:00:00,38.1,47.5,42.38,30.9,42.75,17.75,11.35,22.08,11.91,22.6,20.11,6.65,8.25,5.03,18.8,14.25,11.68,10.63
11/16/2001 16:00:00,37.31,48.94,41.9,31.38,43.45,16.6,10.92,22,11.33,22.59,19.72,6.5,7.95,4.78,18,13.25,11.4,10.06
11/19/2001 16:00:00,37.4,48.6,41.72,31.38,43.5,16.8,11.05,22.1,11.64,22.95,20.93,6.55,8.13,4.91,18.3,13.79,11.63,10.15
11/20/2001 16:00:00,37.97,49.88,42.25,32.33,45,17.02,10.98,23.45,11.62,23.12,20.58,6.45,8.35,4.9,18.4,14.03,11.68,10.5
11/21/2001 16:00:00,38.3,49.2,43.75,32.33,45.35,17.08,11.17,23.93,11.8,23.46,20.96,6.41,8.6,4.95,18.5,14.6,11.97,10.88
11/23/2001 16:00:00,37.75,49.9,42.3,32.22,43.85,17.3,11.39,23.23,11.84,23.5,20.49,6.3,8.48,5.13,18.6,14.33,11.72,10.5
11/26/2001 16:00:00,38.05,48.94,42.58,31.9,43.65,16.95,11.47,23.41,11.91,23.24,20.81,6.15,8.66,5.15,19,14.25,11.95,10.73
11/27/2001 16:00:00,37.52,48.4,42.35,31.45,43.55,16.9,11.35,23.15,12.18,22.7,20.58,6.28,8.53,5.24,18.81,14.38,11.78,10.55
11/28/2001 16:00:00,37.15,47.66,42.53,31.3,43.7,17.2,10.88,23.25,12.29,22.77,20.81,6.3,8.48,5.15,18.4,14.35,11.99,10.67
11/29/2001 16:00:00,37.35,48.38,42.5,31.94,43.8,17.1,11,23.4,12.27,23.42,20.83,6.34,8.65,5.05,18.35,14.45,11.83,10.85
11/30/2001 16:00:00,37.63,48.34,42.7,31.8,43.55,17.3,11.12,23.9,12.08,23.12,21.39,6.43,8.79,4.95,18.65,14.7,12,10.98
12/3/2001 16:00:00,37.4,48.9,42.51,31.78,43.65,17,11.23,23.84,11.94,23.28,21.2,6.5,8.38,5.15,19,15.09,11.83,10.59
12/4/2001 16:00:00,38,49.16,43.22,33.08,44.38,17.2,11.38,24.75,11.8,23.84,21.46,6.5,9,5.45,19.33,15.43,12.25,10.86
12/5/2001 16:00:00,38.85,50.19,43.75,33.67,45.17,17.5,11.26,25.9,11.53,24.26,21.79,6.9,9.75,5.55,19.01,16.2,12.48,11.2
12/6/2001 16:00:00,38.75,48.68,44,33.59,45,17.75,11.16,26.4,11.66,24.16,22.31,6.65,9.78,5.5,19.15,15.56,12.6,11
12/7/2001 16:00:00,37.5,49,42.99,33.65,44.1,17.6,10.92,25.98,11.73,23.8,21.54,6.56,9.5,5.46,18.4,15.13,12.19,10.42
12/10/2001 16:00:00,38.07,48.11,43.44,32.9,43.75,17.9,10.73,26.04,11.79,23.62,21.5,6.51,9.25,5.34,18.5,15.01,12.09,6.99
12/11/2001 16:00:00,38.05,47.99,43.06,33.18,43.75,17.75,10.73,25.7,11.79,23.62,21.5,6.56,9.25,5.34,18.47,15.01,12.01,7.05
12/12/2001 16:00:00,37.15,47.75,43,33.13,44.3,17.2,11.09,25.5,11.68,23.76,21.15,6.65,8.85,5.25,18.6,15.05,11.97,6.88
12/13/2001 16:00:00,37.6,46.65,42.8,32.56,44.04,17.4,10.77,24.95,11.05,23.2,21.4,6.64,8.75,5.21,18.28,14.9,11.78,6.63
12/14/2001 16:00:00,36.64,47.43,42.2,32.42,43.98,17.45,10.32,25.54,11.15,23.24,21.12,6.6,8.85,5.08,18.33,14.83,11.75,6.63
12/17/2001 16:00:00,36.8,47.87,42.13,33.15,44.3,17.51,10.32,25.85,11.53,23.72,21.58,6.52,9.14,5.15,18.37,14.8,11.85,6.5
12/18/2001 16:00:00,37.58,47.74,42.64,34.05,45.35,17.35,10.19,25.69,11.35,23.92,21.2,6.53,8.8,5.23,18.11,14.82,11.88,6.44
12/19/2001 16:00:00,37.55,47.19,43,33.58,44.1,17.2,10.1,26,11.54,23.6,21.61,6.47,9.17,5.39,17.7,14.94,11.95,6.32
12/20/2001 16:00:00,38.55,46.87,44.13,34.15,44.95,17.32,10.22,26.98,11.5,24,22.1,6.57,9.32,5.48,18.25,15.13,12.45,6.41
12/21/2001 16:00:00,38.6,47.66,43.97,34.5,45.15,17.45,10.42,25.89,11.58,24.42,22.48,6.44,9.43,5.34,18.48,15.32,12.52,6.54
12/24/2001 16:00:00,38.85,48.35,44.3,33.55,45.5,17.67,10.35,26.4,11.6,24.4,22.39,6.54,9.54,5.44,18,15.53,12.55,6.62
12/26/2001 16:00:00,39.15,48.83,44.58,34.35,45.2,17.96,10.35,26.69,11.68,24.44,22.81,6.49,9.73,5.48,18.55,15.98,12.69,6.7
12/27/2001 16:00:00,39.61,49.14,44.72,34.85,46.05,18.05,10.43,27.8,12,24.64,23.03,6.65,9.7,5.58,18.8,15.98,12.81,6.5
12/28/2001 16:00:00,39.95,49.79,45.5,35.01,46.3,17.9,10.55,28,12,24.74,22.96,6.57,9.74,5.64,18.9,16.1,12.86,6.54
12/31/2001 16:00:00,39.88,49.02,45,35.2,46.95,18.08,10.48,27.54,11.73,24.84,23.1,6.6,9.75,5.78,19.23,16.52,12.76,6.59
1/2/2002 16:00:00,39.3,49.24,44.81,35.5,46.3,18,10.48,27.48,12,25.32,22.93,6.75,9.55,5.83,19,15.66,12.69,6.53
1/3/2002 16:00:00,39.85,49.08,44.65,35.38,46.06,18.35,10.65,26.59,12.08,25.24,22.92,6.94,9.48,5.93,19.11,15.3,12.82,6.1
1/4/2002 16:00:00,39.7,49.26,44.81,36.03,46.3,18.25,11.15,26.8,12.02,25.44,22.8,6.9,9.38,5.71,19.1,15.69,12.6,5.43
1/7/2002 16:00:00,39.75,48.47,44.72,35.5,45.85,18.43,11.16,26.91,12.01,25.04,22.98,6.83,9.41,5.71,20.15,15.52,12.69,5.15
1/8/2002 16:00:00,39.9,48.36,45,34.86,45.57,18.45,11.18,26.95,12.08,24.82,22.98,6.81,9.41,5.63,20.38,15.5,12.73,5.75
1/9/2002 16:00:00,39.6,48.14,44.65,34.75,45,18.39,11.02,26.2,12.18,24.78,22.49,6.95,9.37,5.58,19.95,15.84,12.48,5.53
1/10/2002 16:00:00,39.24,48.51,44.26,34.63,45.2,18.2,10.54,26.45,12.28,24.48,22.51,6.96,9.38,5.51,19.75,15.75,12.48,6.14
1/11/2002 16:00:00,39.39,48.27,44.45,34.67,45.05,18.32,10.46,25.88,12.18,24.68,22.56,6.87,9.05,5.48,20.09,15.15,12.52,5.75
1/14/2002 16:00:00,38.6,47.4,43.71,34.05,44.9,18.45,10.38,25.38,12.2,24.68,22.58,6.69,8.6,5.2,20.24,15,12.19,5.48
1/15/2002 16:00:00,38.89,48.35,44.13,34.2,44.95,18.04,10.56,25.41,12.22,25.14,22.45,6.51,8.7,5.25,19.7,14.86,12.3,5.5
1/16/2002 16:00:00,39,46.63,44.15,33.84,44.95,17.9,10.58,25.5,12.41,24.6,22.2,6.5,8.69,5.2,19.38,15.1,12.36,5.15
1/17/2002 16:00:00,38.62,47.25,43.97,34.35,45.1,18.03,10.66,25.21,12.3,24.81,22.24,6.42,8.66,5.24,19.55,14.93,12.03,5.18
1/18/2002 16:00:00,38.64,46.77,43.6,34.06,44.43,18.05,10.57,25.13,12.41,25.36,22.07,6.5,8.4,5.26,20,15.2,11.78,5.1
1/22/2002 16:00:00,38.85,46.84,43.7,34.15,44.45,18.2,10.69,24.83,12.47,25.8,22.13,6.5,8.5,5.29,20.15,14.88,11.8,5.16
1/23/2002 16:00:00,38.5,48.66,43.57,34.53,44.7,18.08,10.4,24.9,12.58,26.28,22.01,6.46,8.2,5.15,20.45,14.9,11.76,5.2
1/24/2002 16:00:00,38.6,49.35,43.9,34.45,45.6,18.1,10.66,25.83,12.23,26,22.23,6.4,8.38,5.12,20,15,12.09,5.67
1/25/2002 16:00:00,38.98,49.16,44.25,34.48,45.65,18.1,10.94,26.62,12.31,25.92,22.47,6.32,8.55,5.15,20.28,15.07,12.2,6.64
1/28/2002 16:00:00,39.45,49.3,44.59,35,46.45,18.5,11.04,27.15,12.23,26,22.6,6.46,8.69,5.12,20.42,15.45,12.26,7.24
1/29/2002 16:00:00,38.5,48.38,43.88,34.81,46.1,18.55,11.08,26.5,12.11,26.16,22.41,6.55,8.29,5.21,20.45,15.45,12.14,6.87
1/30/2002 16:00:00,37.95,49.03,41.25,34.11,45.2,18.16,11.27,26.1,11.88,25.78,22.58,6.4,7.8,5.03,20.35,15.22,11.9,6.63
1/31/2002 16:00:00,38.51,49.97,41.5,35,46.35,18.45,11.35,27.23,12.09,26.12,22.11,6.4,8.36,5.13,20.32,15.04,12.21,6.8
2/1/2002 16:00:00,39.15,50.44,41.7,35.48,46.95,18.5,11.4,28.19,12.63,26.32,22.2,6.34,8.5,5.16,20.74,15.35,12.5,7.03
2/4/2002 16:00:00,39.1,49.87,42.43,35.75,47.05,18.45,11.35,27.61,12.3,26.3,22.5,6.49,8.28,5.19,20.72,15.31,12.5,7
2/5/2002 16:00:00,38.6,49.45,41.53,35.28,46.1,18.35,11.37,26.94,12.5,26.2,22.08,6.58,8.28,5.09,20.71,15.18,12.33,6.76
2/6/2002 16:00:00,38.34,50.09,41.25,35.25,46.05,18.6,11.28,26.88,12.43,26.06,22.03,6.4,8.26,5.11,20.6,15.19,12.26,6.74
2/7/2002 16:00:00,38.69,49.14,41.3,35.03,45.7,18.4,11.26,26.8,12.35,25.6,22.03,6.49,8.14,5.08,20.25,15.25,12.09,6.51
2/8/2002 16:00:00,38.05,49.13,40.95,35.5,46.1,18.6,11.21,26.43,12.31,25.71,21.78,6.35,7.93,5.08,20.6,15.18,12.08,6.6
2/11/2002 16:00:00,38.29,49.74,40.53,35.67,46.08,18.75,11.28,26.85,12.15,26.06,21.73,6.51,8.02,5.01,21.27,15.03,12.09,7.25
2/12/2002 16:00:00,38.68,49.48,41.41,35.9,46.95,19,11.38,27.9,12.19,26.32,22.07,6.51,8.16,5.05,21.58,15.2,12.14,7.49
2/13/2002 16:00:00,38.5,49.8,41.13,35.83,47.1,18.95,11.29,27.46,12.28,26.34,21.84,6.65,8.04,5.19,21.55,15.08,12.12,7.34
2/14/2002 16:00:00,38.67,49.9,41.13,35.83,48.4,18.98,11.38,27.46,12.19,26.77,21.9,6.76,8.04,5.23,21.55,15.08,12.12,7.34
2/15/2002 16:00:00,39.18,50.4,41.4,36.01,48.56,18.8,11.6,27.78,12.16,27.1,22.03,6.76,8.24,5.3,22.5,15.1,12.26,8.98
